    1  0        10.00000        0.00000        4.47779
    2  0        10.00000        0.00000        3.45220
    3  0        10.00000        0.00000        6.14835
    4  0        10.00000        0.00000        8.78433
    5  0        10.00000        0.00000        6.56663
    6  0        10.00000        0.00000        6.54937
    7  0        10.00000        0.00000        5.56802
    8  0        10.00000        0.00000        6.40285
    9  0        10.00000        0.00000        8.18615
   10  0        10.00000        0.00000        8.45885
   11  0        10.00000        0.00000        9.36080
   12  0        10.00000        0.00000        6.11747
   13  0        10.00000        0.00000        7.47733
   14  0        10.00000        0.00000        4.04146
   15  0        10.00000        0.00000        4.81710
   16  0        10.00000        0.00000        5.16988
   17  0        10.00000        0.00000        6.60586
   18  0        10.00000        0.08333        4.50869
   19  0        10.00000        0.00000        5.17490
   20  0        10.00000        0.00000        7.67892
   21  0        10.00000        0.00000        5.68901
   22  0        10.00000        0.00000        4.44293
   23  0        10.00000        0.00000        3.71777
   24  0        10.00000        0.00000        5.28684
   25  0        10.00000        0.00000        7.43033
   26  0        10.00000        0.00000        6.86763
   27  0        10.00000        0.00000       10.42871
   28  0        10.00000        0.00000        5.57978
   29  0        10.00000        0.00000        5.83793
   30  0        10.00000        0.00000        5.35039
   31  0        10.00000        0.00000        5.85028
   32  0        10.00000        0.00000        7.58294
   33  1         8.15000        0.25000        2.62328
   34  0        10.00000        0.00000        4.28805
   35  0        10.00000        0.00000        4.51542
   36  0        10.00000        0.00000        6.42821
   37  0        10.00000        0.00000        7.46853
   38  0        10.00000        0.00000        3.71739
   39  1         5.87000        0.25000        2.86765
   40  0        10.00000        0.00000        5.55658
   41  0        10.00000        0.08333        4.82289
   42  0        10.00000        0.00000        4.10219
   43  0        10.00000        0.00000        6.45133
   44  0        10.00000        0.00000        9.58440
   45  0        10.00000        0.00000        7.20376
   46  0        10.00000        0.00000        7.17044
   47  0        10.00000        0.00000        4.67065
   48  0        10.00000        0.00000        6.55971
   49  0        10.00000        0.00000        9.49767
   50  0        10.00000        0.00000        6.95712
   51  0        10.00000        0.00000        8.79639
   52  0        10.00000        0.00000        5.60705
   53  0        10.00000        0.00000        7.36208
   54  0        10.00000        0.00000        4.33834
   55  0        10.00000        0.00000        4.60003
   56  0        10.00000        0.00000        6.35185
   57  0        10.00000        0.00000        7.40312
   58  0        10.00000        0.16667        4.55785
   59  0        10.00000        0.00000        4.35072
   60  0        10.00000        0.00000        8.20174
   61  0        10.00000        0.00000        6.01013
   62  0        10.00000        0.00000        5.17398
   63  0        10.00000        0.00000        3.93002
   64  0        10.00000        0.00000        4.54439
   65  0        10.00000        0.00000        6.89124
   66  0        10.00000        0.00000        6.09340
   67  0        10.00000        0.00000       12.40401
   68  0        10.00000        0.00000        5.15713
   69  0        10.00000        0.00000        5.95953
   70  0        10.00000        0.00000        6.03622
   71  0        10.00000        0.00000        6.37676
   72  0        10.00000        0.00000        7.09253
